id,registration_id,stage_id,time,procedural_penalties,is_dq,is_dnf,scorekeeper_id,created_at,updated_at
11f1260d-b73a-47ff-a618-7d312c41486e,cde98c7c-2fa7-4d9e-9336-ce92cf2f6592,367672a1-8e1d-43cf-9791-e64ffd6dd89a,2.0000,0,false,false,934a6e4a-26a6-4979-bde5-46c49832b918,2026-06-23 15:22:11.288016+00,2026-06-23 15:22:10.675+00
c6c4a5c2-ea74-413a-8f80-f9e429c4584a,ca5b5bcb-8efa-4578-9f75-09642dd19461,2ea6958f-7e29-4f8b-b0ae-a3709a276c7c,5.0000,0,false,false,eccf7148-9348-47cf-9165-efbbd0b4cc26,2026-06-23 18:58:59.836308+00,2026-06-23 18:58:59.731+00
