id,match_id,name,max_capacity,created_at
027d253d-2e3c-4873-8c11-19e3d14c53e8,5dee5192-a2cc-43d1-bc2f-fe8baa8114ee,Squad 1,10,2026-06-24 13:29:06.374102+00
0a1bd3dd-46b4-45d6-aa20-39a5d9178a21,96a7245f-708a-4368-a643-9d64492d5f79,Squad 1,10,2026-06-23 17:31:23.09129+00
7cb30676-bc22-41ee-aded-48aec545854f,96a7245f-708a-4368-a643-9d64492d5f79,Squad 2,10,2026-06-23 17:56:23.315569+00
cae6928f-3367-4b44-ad73-6ae6d3924d1f,8d53d69e-2da9-44a6-9a18-b16fcb004b3e,Squad 1,10,2026-06-23 15:18:23.014266+00
